label,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
VAV3,0.044582088,-0.15561175,0.019630035,0.13801348,-0.1051566,0.028644252999999998,0.13062222,0.39542904,-0.59362024,-0.12714611,0.20028208,-0.19476429,0.021368805,-0.33972633,-0.27070603,0.029402627,-0.37433872,0.04940529,0.21379289,-0.35988715,-0.39555252,0.033178814,-0.13953770000000001,0.50954777,-0.4995749,0.44425157,-0.00850325,0.04232339,-0.672984,-0.104647785,-0.14443958,0.08741063,0.16989174,0.33751053,0.15085001,-0.13401297,-0.017663876000000002,0.6688642,-0.036951582999999996,0.01803699,0.27418056,-0.40331233,0.17133966,-0.18775576,-0.25421202,-0.40328404,0.41552827,0.40024355,0.14588654,0.037353437,-0.18315819,-0.39504066,-0.46724340000000003,0.37557057,0.13359341,-0.07480777,-0.42952815,-0.3930011,-0.113746785,-0.12051284,0.40091452,-0.20024768,-0.32833427,-0.78505796,-0.018542744,-0.43777096,0.22859709,-0.72646266,0.28668487,0.580114,0.6896748,0.15317805,-0.41249186,0.7077106,0.1940839,0.34288567,0.10004862,-0.5042494000000001,-0.24326332,0.03632073,-0.24715412,0.11997283,0.21291621,0.06241462,0.30356002,-0.23934172,-0.17091724,0.06139524,-0.35184675,-0.9413238000000002,0.61225635,-0.43754074,-0.54643875,-0.4370691,0.30108202,0.14701127,0.49389700000000003,-0.3408808,0.13846144,-0.17539062,0.7819431,-0.006959248,-0.12360444,0.044017013,0.17620777,0.38117397,-0.81603736,0.62575674,0.44888806,-0.8290128000000001,0.45658284,-0.6375196999999999,0.42171210000000003,0.30554970000000004,-0.08886024,0.09573689,0.3090612,0.59019107,-0.18069327,0.0829027,-0.2611524,-0.12927546,0.21015371,0.41586080000000003,-0.32038966,0.22800371,0.13881776,0.30339733
AGO2,0.22040859,0.29849395,-0.24667712,0.061452027,0.22848186,-0.36887228,-0.45958024,0.13514444,0.701699,0.15396059,-0.0751608,-0.23080787,0.089187324,0.26296014,-0.024120709,-0.29240856,0.15464257,-0.20128098,0.5716574000000001,0.3005848,0.5166739,-0.5504784,-0.47210872,0.32360953,0.12066311,-0.65622354,-0.14284985,0.31581467,-0.11575536,0.06167112,-0.4259352,0.3625926,0.690908,0.20733589,0.5466085,-0.22000134,0.047103032,0.024580032999999998,-0.64530486,-0.16270529,0.16848585,0.24003237,0.30105233,-0.24612464,0.44321009999999994,0.26579288,-0.027681557000000002,-0.056068442999999996,0.26945929999999996,0.056774948,0.23730312,-0.10561907,0.52316624,0.9685746,-0.5791457,0.5519378,-0.54226506,0.008816158000000001,-0.060520872,0.007888165,0.004767147,-0.14910320000000002,-0.07923063,0.29482645,0.38301697,-0.27894872,-0.38042420000000005,0.17398834,0.19867642,-0.034124598,0.096673645,-0.22958374,-0.32622918,-0.13766067,0.26761973,-0.55764633,0.20805722,-0.22009154,-0.09321006400000001,0.25917435,0.2972125,0.6413241999999999,0.013047313,-0.7944774,0.07817337,0.037879415,0.025607444,0.22640087,0.17356989,0.62962747,0.13116879999999997,0.34053690000000003,0.02729586,0.27588767,0.1594519,0.25189915,0.25820170000000003,0.004753183,0.50384206,-0.80581045,0.25774446,0.5346443000000001,0.8548786,-0.69293445,0.31612140000000005,-0.25127432,-0.32131618,0.22037923,0.28200006,-0.19862431,0.50059426,-0.40754703,0.6083681,0.64853334,0.47801608,-0.48504856,0.39690757,-0.45906872,-0.007197899000000001,-0.30532297,-0.48809463,0.33454618,0.06892915,0.12676273,-0.10574701,-0.106761925,0.070978515,-0.10937919
ZNF460,0.06835768,0.37749448,-0.6983536,-0.00014341,-0.35375258,0.04009998,-0.5568711,0.5837383,-0.15313305,0.56545043,-0.20475906,-0.18290198,0.10100809,0.26476505,-0.29160777,0.3064608,0.07794701,0.035798088,0.001446686,0.22275226,-0.60300696,-0.13870998,0.04437187,0.14309171,-0.3798282,0.061538382999999995,-0.6060505,-0.30335048,-0.9815243,-0.106946945,-0.009782701,0.35664958,0.5917026999999999,0.10666410000000001,-0.13492723,0.38553783,0.4565219,-0.17136618,-0.25016302,-0.038240496,-0.0459704,-0.27660027,1.0248029,0.5353967,0.22386305,0.11721753,-0.28033802,-0.32206625,0.58931077,0.16129869,0.11264599,-0.23588616,0.39017037,-0.2791582,0.4462485,-0.19316018,-0.27019733,-0.08635592,-0.40176365,0.48335168,-0.17688729999999997,0.0073792630000000005,0.10132544,-0.28166297,0.05114224,-0.20180726,0.45094639999999997,-0.05790175,0.41887820000000003,-0.20752291,-0.112516776,0.09411084,-0.6766047,-0.14363195,-0.6063742,-0.15791945,-0.5458206,-0.47069386,0.3344158,-0.29280126,0.24243386,-0.04681339,0.50492775,0.10266339,0.15561269,-0.37761655,-0.35533303,0.58853865,-0.43197492,0.024406435,0.099566534,-0.07448895,-0.113065876,0.29424232,-0.24690677,-0.45561045,-0.92120636,0.058994316,0.006720835,-0.15301804,-0.19003892,0.28414598,0.25483155,-0.37721020000000005,0.57636577,0.022123111,-0.23165820000000004,0.66092515,-0.11105579,-0.040191233,0.31158805,0.1463146,0.20060508,0.10233042,0.29567692,-0.12310476599999999,-0.5314317,-0.07222142,-0.07238428,-0.13277781,0.13959533,-0.08891503,0.026430963999999998,0.062242307000000004,-0.03978711,0.27225143,-0.3574585,-0.09891427
CCND1,-0.89479417,0.21741897,0.26071823,-0.16111611,-0.14544609,0.032757632,0.000531799,0.62162715,-0.12299805,-0.695392,-0.11990267,-0.5327568,0.5848191999999999,-0.43829480000000004,0.22683197,-0.38991827,0.17084607,0.04222202,-0.43424034,-0.12550679,0.20946717,-0.18081604,0.20704657,0.48439994,0.13524933,0.24215554,-0.0929757,-0.13414258,0.03814888,-0.40667322,-0.10864033,-0.14261600000000002,0.13795817,0.5109479,0.015521638,-0.24720652,0.75473446,0.2828632,-0.30219114,-0.43311995,-0.67572063,0.030675625,0.06924952599999999,0.10003609,-0.097196616,-0.20871985,0.08253753,-0.33714646,0.5713241,-0.25437266,-0.25322214,-0.20570102,0.5607898,0.2866671,-0.23312958,-0.24932787,0.06944929,0.20246050000000002,-0.011385653,-0.35334828,0.1898957,0.45973232,-0.12451988,-0.008294314,-0.3905015,-0.29638904,0.5164904,0.042784147,-0.6431279999999999,-1.0549856000000002,-0.046527624000000004,-0.25678554,0.22004542,-0.3021153,-0.203726,-0.17045805,0.20905541,0.21491514,0.21853313,-0.27903190000000005,0.00613333,-0.065375194,0.021424707,0.7324092,0.2559639,-0.18649532,-0.3886342,-0.02896446,0.041630276,0.108321,0.5495923,0.14398567,-0.26073992,-0.19638672,0.20191346,-0.1916749,-0.29283717,-0.18491486,-0.1819326,-0.24258885,-0.015747689,0.13008761,0.49609745,-0.719025,0.33484593,0.016592799,-0.14525305,-0.07309971,-0.13779373,0.035339475,0.17166716,-0.4138598,-0.3075478,0.04394045,-0.0015700710000000001,0.09221343,0.09523773,-0.63830966,0.19541709,0.12377648,0.20811346,-0.07923509,-0.2564243,0.15204085,0.32490653,0.3914021,0.20383099999999998,0.34503266
BTG2,-0.31761935,-0.14695323,0.43707159999999995,0.1458139,0.22958605,-0.5219066,0.27325898,-0.039610755,0.057413485,0.12859009,0.19559203,-0.13350075,0.33926007,-0.16848171,-0.45139992,-0.13274260000000002,-0.04203568,0.13337111,0.17377985,0.1069567,-0.40049285,-0.88197464,0.33766723,0.32247743,0.48486876,-0.8978574,-0.28478444,0.12675695,-0.10428738,-0.33495545,-0.34471914,0.043246828,-0.3717982,-0.05234574,-0.048554063,0.051464777,0.21706828,-0.030593822000000003,-0.1456295,-0.16010939,-0.25171408,0.34068190000000004,0.25219372,-0.30067992,0.44208756,-0.34039482,0.29055732,0.14351621,0.47101000000000004,0.34050435,-0.29302659999999997,0.5811286999999999,0.052481268,0.44862604,0.39978138,0.6262813,-0.30798400000000004,0.26331875,-0.12269599,0.36427876,0.38316974,-0.1960075,0.13815467,0.09301574,-0.21752539999999998,-0.26800177,0.060071617,0.004314887,0.2791772,-0.08732947,-0.5348984999999999,-0.35921,-0.22858,-0.090925135,0.07459786,0.15716062,-0.51914793,-0.24553270000000002,-0.30675223,0.64151204,0.7969331000000001,-0.17092597,0.20283525,0.017857084,-0.38913834,-0.65214974,0.008356609000000001,0.057483997,-0.31494182,0.27133822,0.24866924,-0.25326458,-0.63625616,0.16734438,0.30016770000000004,-0.07477726,-0.62835765,0.19260582,-0.23605967,-0.30191395,-0.46311805,0.47674802,0.11024494,-0.51997983,0.718964,0.21148568,-0.51971287,0.6420175,0.07715602,0.36695486,0.47866532,-0.36874875,0.36014003,0.05511784,0.05994286,-0.599526,-0.13678828,-0.34063804,0.04881818,0.14655761,0.19711953,0.13470013,0.026177762,0.18791501,0.37344056,0.22775747,-0.03755896,-0.48849368
KLHL15,0.5111156,-0.6238296999999999,-0.28320968,0.2575569,0.19781572,-0.06633566,0.11387409,0.07290892,-0.001718127,0.25989315,-0.013361672,0.24328315,0.2274063,0.26570463,0.14402534,-0.24804455,1.1783456,0.33385894,0.30500078,0.18447071,0.25956497,-0.5535332,-0.5542535,0.1252235,0.16454008,-0.1890615,0.12244854,0.040762596,0.020702078999999998,0.19766228,-0.11492137599999999,-0.12986514,0.126904,0.6425072,0.74178267,0.5223473,0.7156577,0.036177002,-0.42140216,0.037241645,-0.47430479999999997,0.046922467999999995,0.77915925,0.46332470000000003,0.39693028,0.03378048,0.5154695,0.023544554,0.023878233999999998,-0.089024454,0.17203161,-0.5536770000000001,-0.14272825,0.101415336,0.35954764,-0.23811665,-0.22621414,0.000679958,-0.40927508,-0.18297672,0.52665836,-0.17576717,-0.46136388,-0.21369208,0.14114404,-0.23491743,0.72598165,-0.029970745,-0.16161393,0.009386526999999999,0.44659513,-0.07929378,-0.75185776,0.40580338,-0.18989363,-0.22575568,0.21484102,-0.030247405,0.38907036,0.42405948,-0.27768338,0.13196635,-0.39094517,0.5341338000000001,-0.24387625,0.15567277,0.15532775,0.48566902,0.42557377,-0.09548444,0.6393741999999999,0.41314015,-0.3385067,0.2744428,0.041706063,0.07732687,0.31805209999999995,-0.6665897,-0.03032595,-0.41123304,-0.08307271,-0.027381394,0.1062346,-0.17343970000000003,0.036878895,-0.15280169,-0.6236722,0.20443636,0.023144504,0.35176942,0.14897320000000003,-0.26931843,-0.1369753,-0.6060435000000001,0.13289846,-0.16750301,0.1724991,-0.19702071,-0.17702217,-0.2547299,-0.068577334,0.13614184,0.48650584,-0.19964096,0.8890528,-0.05440934,0.15250418,0.55201554
GATA6,0.32087946,0.21600918,0.097205006,0.25679216,-0.42276990000000003,0.35625815,-0.42729753,0.24579223,-0.45030493,0.09329022,-0.012183946999999999,0.059701312,-0.09225036,0.16499762,-0.14327744,-0.22201246,-0.11361135,0.32997309999999996,-0.40759337,-0.082669005,-0.5325681,-0.59465045,0.51588017,0.3296402,0.13927355,-0.33281422,-0.50215375,-0.27907994,-0.04449867,0.43004647,-0.18857367,-0.8856056999999999,-0.31478992,0.26862863,-0.48043945,0.23388514,-0.4003909,-0.45031000000000004,-0.05596456,-0.15688,0.000577762,0.49354333,0.5771998,0.003686605,-0.017884811,-0.038648203,0.1857,0.059165575,0.3486234,-0.46780506,-0.031600717,0.5089277,0.1456659,-0.022322447999999998,0.33833387,0.03978926,-0.921635,-0.3324342,0.31102422,-0.33346614,-0.03709981,-0.3610657,0.3412969,-0.3975183,0.41732657,0.038149152,0.49256632,-0.76564217,-0.2272762,0.033543244,0.6607201,-0.50213575,-0.11418715,0.026388997,-0.067417696,-0.5862158000000001,-0.5268165,0.08010314,0.16274345,0.29718590000000006,0.88026613,0.26725820000000006,0.25727567,0.024270589,0.10963005,-0.25845122,-0.31251603,-0.12339080000000001,-0.001726731,-0.038029857,0.40912178,-0.5695289000000001,-0.18563795,0.11411082,0.6471266999999999,0.21369502,-0.06893545400000001,-0.05622944,-0.56342363,-0.3750438,0.15583211,-0.12684909,0.78586274,0.14936039,-0.58463883,-0.06656814,-0.12975365,0.20426238,0.7241849,0.31466478,-0.026362631,-0.41069537,-0.08201716,-0.24565564,0.08006094400000001,-0.026729472,0.63839275,0.15926191,-0.012334921,-0.44977126,0.11747073400000001,0.004644642,0.10555398,0.05886046599999999,-0.34020567,0.23787166,-0.1916019,0.33198908
CDKN1A,0.14158027,0.23564401,-0.15810455,0.1962513,0.11670732,0.43006754,0.3065093,0.051464334,-0.18190669,-0.18008977,0.2124514,0.13905403,-0.12636031,-0.15138553,-0.20056085,-0.54642916,-0.17087317,0.24277683,-0.10482491599999999,0.1340485,0.08708607,-0.52991647,-0.36934537,0.4381807,-0.39204842,0.3116664,-0.75134796,0.34625506,-0.22523023,0.101265565,0.38174504,0.19260667,0.074249096,0.45302343,0.32374862,-0.20106989,0.5694281999999999,0.20029446,-0.25972903,0.32632685,0.2944482,0.6257213,-0.19402936,0.13126469,0.10502873,-0.27606827,0.22478682,0.25064382,0.07106969,0.84112656,-0.03390205,0.06772335,0.22320056,0.38243005,0.41257688,0.7149968000000001,-0.52401465,-0.15582816,-0.29795045,0.43645844,0.21119748,0.25219098,-0.26521279999999997,0.027154277999999997,-0.061326124,-0.27337652,0.18601751,0.32544047,-0.19871621,0.28765759999999996,0.15765618,-0.4294222,-0.5039486,-0.017449882,-0.6249793,-0.25487375,0.5597813,-0.031848155,0.34593856,-0.17453232,-0.645035,0.29565559999999996,0.48451376,0.20894894,-0.71100515,0.05246925,0.13451463,-0.49864623,0.002353766,-0.24527913,0.6430376999999999,-0.5562328000000001,0.08148567,0.15950416,-0.15463091,0.026009433,-0.29025596,-0.34234315,-0.048443012,-0.32448128,-0.18332325,-0.06283023,0.7391186,-0.6648125,0.381889,0.019849265,0.047963534,-0.15341370000000001,0.27900684,0.085853286,0.6257894,0.091679014,0.06424629,0.4102595,0.13571365,0.28193823,0.07181375,-0.03778165,-0.034897983,-0.40436962,-0.08500715,-0.5912881,0.22196953,-0.06806519999999999,0.10508665,0.55498767,0.05897768,0.17648232
PPP1R15B,-0.34078136,0.13001367,-0.15070482,0.52185154,-0.017359799999999998,-0.17261028,0.47481766,0.186553,-0.09900582,-0.10825831,-0.13881415,-0.49224088,0.06801916,0.010553293,0.15208986,0.27238113,0.42803645,0.33195284,0.91899353,0.16291666,-0.3572034,-0.530449,0.11519839,0.59606504,0.34136754,0.25527945,-0.5906274,-0.56594884,-0.015160468,-0.053624425,-0.16748144,0.30995342,-0.25886917,1.2593086000000002,-0.10722930000000001,-0.012026358000000001,0.054682307,0.12257406,0.43462306,-0.30908248,-0.11972457,-0.1952409,0.3216651,0.29283893,0.35750097,0.2810033,0.49809512,0.26379362,-0.08750068400000001,-0.08930026,0.37144884,0.41241196,0.09102077,0.39340064,-0.1515504,-0.11772498,0.59433264,-0.09554941,-0.08379786,0.2605435,-0.30312902,0.08166616,0.21190734,-0.26723355,0.26558208,0.060197953,-0.17572013,-0.11688947,0.12556458,-0.004579195,0.31392259999999994,0.34524587,0.33916256,-0.042955477,0.3450317,-0.16965127,0.09539868,-0.5074337999999999,0.17376325,0.77297616,0.05050981,-0.59722346,0.36484706,0.56520003,0.16878086,-0.50168955,-0.1240931,0.40143165,-0.20841272,0.10756347,0.31327012,0.052440234,0.50584203,-0.01320129,0.15828931,0.36352503,-0.11054829999999999,-0.3019663,0.006368436,-0.027952604,-0.08940822,0.14293352,0.54916734,-0.6483194999999999,-0.044410776,0.5685708,0.11328953,-0.11525844,0.38389236,0.20313601,-0.16849928,-0.22426513,-0.36924672,0.17129068,0.33994126,0.14643766,0.64756334,-0.014988853,0.16357320000000003,-0.26289603,-0.25762796,-0.18525842,0.16368929,-0.12568235,0.48870286,0.058052182,-0.39900443,0.08106738
IGF1R,0.049624745,-0.3502869,0.46530035,-0.5460281,0.39678755,-0.07586101,-0.13330917,-0.43987983,0.08657491,0.24799785,0.048352778,-0.32897259999999995,-0.38488558,-0.001924044,0.50030255,0.16153865,-0.58423114,0.72191906,0.31269452,0.082548715,0.03190339,0.08205086,0.57404095,0.19834842,0.26111087,0.42920923,-0.23711912,-0.15341629999999998,0.09726667,-0.020530786000000002,-0.37080982,0.048885707,0.043825,0.2304249,0.22399552,-0.29500726,0.53632414,0.22146846,-0.16074839,-0.22280279999999997,-0.19314612,0.21783747,-0.03623713,-0.2777726,-0.35667350000000003,-0.22715914,-0.20362120000000003,0.056756075,0.07749767,-0.15361685,-0.35966167,-0.01008087,-0.031647567,0.03033586,0.05138536,0.16656008,0.5930696,0.22495817,0.07092479,0.19296835,-0.19259124,0.08787637,0.064898506,-0.8087287,0.19821322,0.3195406,0.18420899999999998,-0.33124888,-0.025719013,-0.5448656999999999,0.4503034000000001,-0.03061423,-0.30492872,0.07042028,0.06442517,-0.3489125,-0.1670517,-0.15751298,-0.5578725,0.31624478,-0.23031136,-0.5217672000000001,0.11775242,1.1245756000000002,0.044335607,-0.07171456,0.14047733,0.28138936,-0.013918439,-0.16199288,1.0864184,-0.044834312,0.4975983,-0.33351043,0.15995613,-0.39522016,0.23989347,-0.38950306,0.34162787,-0.5057382,-0.13776147,-0.35446998,0.0949822,-0.32279238,0.22048517,0.71877736,-0.24274217,0.14696681,0.45382366,-0.40292636,0.10164867,0.015912838000000002,-0.28982455,-0.43791535,-0.8545101999999999,-0.060228985,-0.6545871999999999,0.47934747,0.045642756,-0.13502716,-0.33963509999999997,0.23775584,0.28579167,0.30231979999999997,0.24406047,0.28818992,0.1963394,0.26393348
