pairs
ELK4-hsa-miR-627-3p
PAFAH1B2-hsa-miR-4649-3p
SNRPD1-hsa-miR-548aj-5p
ARL5B-hsa-miR-4282
CBX5-hsa-miR-548e-5p
RACGAP1-hsa-miR-302b-3p
SETD5-hsa-miR-548az-5p
SPRY4-hsa-miR-548ae-3p
NPM3-hsa-miR-548ae-3p
ATXN1-hsa-miR-559
SKIL-hsa-miR-548aq-5p
DCTN5-hsa-miR-548az-5p
AMOTL1-hsa-miR-519a-3p
RPL7L1-hsa-miR-548c-3p
REL-hsa-miR-371b-5p
COIL-hsa-miR-1304-3p
BMPR1A-hsa-miR-548aq-3p
GABPB1-hsa-miR-3924
HNRNPA1-hsa-miR-211-5p
MSN-hsa-miR-1273h-5p
KLHL11-hsa-miR-4763-3p
CNOT6L-hsa-miR-548ac
AVL9-hsa-miR-548ae-3p
DCAF7-hsa-miR-4725-3p
C5orf51-hsa-miR-627-3p
ARL10-hsa-miR-30a-5p
TAF8-hsa-miR-4728-5p
HOOK3-hsa-miR-548c-5p
PEG10-hsa-miR-6890-3p
KLHL28-hsa-miR-767-5p
PARD6B-hsa-miR-3689a-3p
NACC2-hsa-miR-15a-5p
RBMS2-hsa-miR-16-5p
HOOK3-hsa-miR-4306
PIK3R1-hsa-miR-4698
SKIL-hsa-miR-548ak
PRRG4-hsa-miR-148a-3p
TAOK1-hsa-miR-548t-5p
PTPN4-hsa-miR-221-3p
NAA50-hsa-miR-519b-3p
PRKAR2A-hsa-miR-4524a-3p
POU2F1-hsa-miR-548b-5p
MSN-hsa-miR-3689b-3p
FOXC1-hsa-miR-6880-5p
ATXN1-hsa-miR-548am-5p
CCND2-hsa-miR-3926
CNOT6L-hsa-miR-6808-5p
DAZAP2-hsa-miR-1277-5p
PGAM5-hsa-miR-607
E2F7-hsa-miR-651-3p
DDX6-hsa-miR-548aj-5p
BCL2L11-hsa-miR-548t-3p
POU2F1-hsa-miR-548o-5p
IFNAR2-hsa-miR-371b-5p
FOXK1-hsa-miR-6884-5p
ARHGAP12-hsa-miR-4698
ATG9A-hsa-miR-4763-3p
PMAIP1-hsa-miR-5582-3p
ARL5B-hsa-miR-548j-3p
C12orf49-hsa-miR-335-5p
SETD5-hsa-miR-335-5p
PEG10-hsa-miR-4534
KLHL21-hsa-miR-7847-3p
FOXK1-hsa-miR-214-3p
MAZ-hsa-miR-6780b-5p
TAOK1-hsa-miR-3613-3p
E2F7-hsa-miR-5196-5p
DDX6-hsa-miR-129-5p
SF3B3-hsa-miR-6749-3p
KLHL28-hsa-miR-548aj-5p
SMAD7-hsa-miR-548e-5p
NAA50-hsa-miR-3646
PARD6B-hsa-miR-769-5p
PLAG1-hsa-miR-19b-3p
MBNL1-hsa-miR-3662
BCL2-hsa-miR-1468-3p
MLLT1-hsa-miR-548aj-5p
PHAX-hsa-miR-1-3p
MAPKAPK5-hsa-miR-548au-5p
OCIAD2-hsa-miR-4478
NAA50-hsa-miR-548ay-5p
HMGA2-hsa-miR-7160-5p
SPRY4-hsa-miR-3148
PTPN4-hsa-miR-548d-3p
KLHL11-hsa-miR-6780a-5p
SKIL-hsa-miR-548ap-3p
FBXL18-hsa-miR-3133
GLO1-hsa-miR-1304-3p
FOXK1-hsa-miR-6873-3p
PCGF3-hsa-miR-548ar-5p
CCND2-hsa-miR-202-3p
SYNJ2BP-hsa-miR-3662
FOXN2-hsa-miR-4282
LCOR-hsa-miR-3662
CBX5-hsa-miR-616-5p
LARP1-hsa-miR-6720-5p
CELF1-hsa-miR-372-5p
PAQR5-hsa-miR-3163
AMOTL1-hsa-miR-548bb-5p
DCTN5-hsa-miR-548ae-3p
CCND1-hsa-miR-6809-3p
MAP3K9-hsa-miR-6893-5p
PHAX-hsa-miR-1277-5p
POU2F1-hsa-miR-3689c
ARL6IP1-hsa-miR-371b-5p
SETD5-hsa-miR-548t-5p
FAM126B-hsa-miR-3646
POU2F1-hsa-miR-548aq-5p
CNBP-hsa-miR-6749-3p
H3F3B-hsa-miR-3613-3p
DCAF7-hsa-miR-3941
KHSRP-hsa-miR-4698
ATXN7L3B-hsa-miR-612
PRRG4-hsa-miR-765
CBX5-hsa-miR-4433a-3p
CYCS-hsa-miR-504-3p
CNBP-hsa-miR-129-5p
ARHGDIA-hsa-miR-149-3p
SMCR8-hsa-miR-519b-3p
HIST1H2BD-hsa-miR-373-5p
PTEN-hsa-miR-3941
MSN-hsa-miR-485-5p
RORA-hsa-miR-4478
LZIC-hsa-miR-574-5p
KLHL28-hsa-miR-129-5p
PAQR5-hsa-miR-548t-3p
LCOR-hsa-miR-372-5p
E2F7-hsa-miR-340-5p
SLC7A11-hsa-miR-548t-3p
PRRG4-hsa-miR-548az-5p
SBK1-hsa-miR-548aq-3p
CEP97-hsa-miR-548az-5p
KLHL11-hsa-miR-548aq-3p
FOXC1-hsa-miR-6870-5p
ARHGDIA-hsa-miR-6785-5p
PGPEP1-hsa-miR-149-5p
CNOT6L-hsa-miR-548h-5p
PGPEP1-hsa-miR-765
FAM126B-hsa-miR-5692a
FZD6-hsa-miR-548ae-5p
SKIL-hsa-miR-548aa
SKI-hsa-miR-4756-5p
MAZ-hsa-miR-4725-3p
PLAG1-hsa-miR-548au-5p
TAF8-hsa-miR-548s
NAA50-hsa-miR-548ah-3p
MIDN-hsa-miR-548c-3p
CDK6-hsa-miR-513a-5p
MAFK-hsa-miR-324-5p
HOOK3-hsa-miR-324-3p
TMEM109-hsa-miR-6808-5p
NAA50-hsa-miR-421
PTMA-hsa-miR-6749-3p
PPIC-hsa-miR-559
PEX26-hsa-miR-1260b
MSN-hsa-miR-6883-5p
PRKAR2A-hsa-miR-548t-3p
FOXN2-hsa-miR-4753-3p
SKI-hsa-miR-765
CNOT6L-hsa-miR-548bb-5p
RPL7L1-hsa-miR-1297
GATAD2A-hsa-miR-4731-5p
CNBP-hsa-miR-548ae-3p
HSPA4L-hsa-miR-607
CYCS-hsa-miR-764
RORA-hsa-miR-548ay-5p
PTEN-hsa-miR-548j-5p
FBXL18-hsa-miR-6756-5p
TAOK1-hsa-miR-19b-3p
ATXN1-hsa-miR-548t-5p
PCGF3-hsa-miR-6130
L2HGDH-hsa-miR-548ae-3p
MYC-hsa-miR-4282
CDK6-hsa-miR-520a-3p
FEM1C-hsa-miR-607
FOXN2-hsa-miR-3163
PLAG1-hsa-miR-19a-3p
TMEM41B-hsa-miR-548aq-3p
ATXN1-hsa-miR-4667-3p
CLIC4-hsa-miR-6890-3p
TBL1XR1-hsa-miR-363-3p
TMOD3-hsa-miR-5692a
PIK3R1-hsa-miR-27b-3p
CDK6-hsa-miR-548d-5p
KLHL15-hsa-miR-1468-3p
C5orf51-hsa-miR-548ap-5p
TAOK1-hsa-miR-616-5p
KIF5B-hsa-miR-153-5p
HMGA2-hsa-miR-548f-5p
AVL9-hsa-miR-1297
KLHL15-hsa-miR-5582-3p
ABI2-hsa-miR-6133
CBX5-hsa-miR-7111-5p
SMG1-hsa-miR-4438
PTPN4-hsa-miR-5692a
PCGF3-hsa-miR-5692b
RORA-hsa-miR-4469
DDX3X-hsa-miR-495-3p
HOOK3-hsa-miR-766-3p
FEM1C-hsa-miR-3613-3p
KLHL11-hsa-miR-3689c
CDCA4-hsa-miR-548ae-5p
PRRG4-hsa-miR-4695-5p
ATG9A-hsa-miR-1207-5p
NR2C2-hsa-miR-548aj-3p
BCL2-hsa-miR-548c-3p
CDKN1B-hsa-miR-153-5p
PARD6B-hsa-miR-3646
CREBL2-hsa-miR-548au-5p
TMEM127-hsa-miR-4747-5p
TAF8-hsa-miR-6883-5p
NUCB1-hsa-miR-485-5p
BTG2-hsa-miR-6875-3p
RORA-hsa-miR-548o-5p
CCND2-hsa-miR-548d-3p
RORA-hsa-miR-548ah-3p
HOOK3-hsa-miR-548bb-5p
CBX5-hsa-miR-6870-5p
G3BP2-hsa-miR-651-3p
TAOK1-hsa-miR-3148
IL6ST-hsa-miR-548ae-3p
LARP1-hsa-miR-6780b-5p
POU2F1-hsa-miR-143-3p
C5orf51-hsa-miR-548aq-5p
TMEM41B-hsa-miR-27b-3p
TAOK1-hsa-miR-371b-5p
IP6K1-hsa-miR-548x-3p
TAOK1-hsa-miR-19a-3p
CDKN1A-hsa-miR-3135b
AVL9-hsa-miR-106b-5p
TMED4-hsa-miR-4533
ATXN1-hsa-miR-4430
RORA-hsa-miR-335-3p
TBL1XR1-hsa-miR-4753-3p
KLHL28-hsa-miR-548n
SMAD5-hsa-miR-5582-3p
KLHL11-hsa-miR-4433a-3p
FBXL18-hsa-miR-4469
PRKAR2A-hsa-miR-186-5p
MAP3K9-hsa-miR-6808-5p
NR2C2-hsa-miR-4753-3p
HNRNPF-hsa-miR-4282
TAOK1-hsa-miR-5196-5p
SMCR8-hsa-miR-548ah-3p
CBX5-hsa-miR-4722-5p
PLAGL2-hsa-miR-6821-3p
TBL1XR1-hsa-miR-4775
PRKAR2A-hsa-miR-548y
DCAF7-hsa-miR-485-5p
TBL1XR1-hsa-miR-590-3p
PTEN-hsa-miR-466
BTG2-hsa-miR-4524a-3p
PLAG1-hsa-miR-548x-3p
LCOR-hsa-miR-548ae-3p
KIF5B-hsa-miR-372-5p
MSN-hsa-miR-6780a-5p
RORA-hsa-miR-23a-3p
AVL9-hsa-miR-3689c
FOXN2-hsa-miR-4763-3p
SETD5-hsa-miR-4668-5p
GPRC5A-hsa-miR-6884-5p
ACTN4-hsa-miR-129-5p
MYC-hsa-miR-548aj-3p
MDM2-hsa-miR-372-5p
MKNK2-hsa-miR-548bb-3p
RAB10-hsa-miR-3646
TMED4-hsa-miR-6780b-5p
KHSRP-hsa-miR-3133
G3BP1-hsa-miR-548ah-3p
MDM2-hsa-miR-548aa
TBL1XR1-hsa-miR-4643
PLAGL2-hsa-miR-939-3p
MCL1-hsa-miR-548b-5p
CBX5-hsa-miR-24-3p
AVL9-hsa-miR-6780a-5p
REST-hsa-miR-466
ATXN1-hsa-miR-200b-3p
ARHGAP1-hsa-miR-4430
RBMS2-hsa-miR-548aa
PEX26-hsa-miR-373-5p
SKIL-hsa-miR-548am-5p
MLLT1-hsa-miR-548f-5p
DCTN5-hsa-miR-548n
PTPN4-hsa-miR-29b-3p
PTEN-hsa-miR-3135b
MCL1-hsa-miR-548c-3p
SMG1-hsa-miR-197-3p
RBM28-hsa-miR-548c-3p
HNRNPF-hsa-miR-548ah-3p
CRKL-hsa-miR-5692a
ARL6IP1-hsa-miR-590-3p
SETD5-hsa-miR-3175
SPATA2-hsa-miR-6780b-5p
C5orf51-hsa-miR-548aj-5p
PPP1R15B-hsa-miR-6833-3p
DHODH-hsa-miR-548ad-5p
CDK6-hsa-miR-302d-3p
SECISBP2L-hsa-miR-548am-5p
LARP1-hsa-miR-5692b
DCAF7-hsa-miR-3929
BIRC5-hsa-miR-3187-5p
STK4-hsa-miR-3133
SMG1-hsa-miR-548e-5p
ARHGAP1-hsa-miR-4731-5p
ATAD5-hsa-miR-373-5p
KLHL11-hsa-miR-25-3p
KLHL11-hsa-miR-7977
TRIM72-hsa-miR-153-5p
AVL9-hsa-miR-3689b-3p
STK4-hsa-miR-4649-3p
RBMS2-hsa-miR-6893-5p
FAM126B-hsa-miR-548aa
CNBP-hsa-miR-548t-5p
NAA50-hsa-miR-4753-3p
PPIC-hsa-miR-548ar-5p
KIF5B-hsa-miR-1277-5p
TGFBR2-hsa-miR-548f-5p
ELK4-hsa-miR-548o-5p
IGFBP5-hsa-miR-122-5p
LASP1-hsa-miR-939-3p
IL6ST-hsa-miR-4763-3p
ASB16-hsa-miR-6785-5p
BMPR1A-hsa-miR-548t-3p
TNRC6A-hsa-miR-4257
KLHL28-hsa-miR-302d-3p
PLAG1-hsa-miR-495-3p
AVL9-hsa-miR-548i
KDM6B-hsa-miR-548z
PURB-hsa-miR-1297
ABI2-hsa-miR-3613-3p
ACTR2-hsa-miR-767-5p
TMED4-hsa-miR-4306
NFIX-hsa-miR-4784
RBMS2-hsa-miR-548g-5p
PLAG1-hsa-miR-548bb-5p
POU2F1-hsa-miR-548bb-5p
BTG2-hsa-miR-548ae-5p
RBMS2-hsa-miR-4252
CDCA4-hsa-miR-548ar-5p
PURB-hsa-miR-373-5p
CLIP1-hsa-miR-548x-5p
CRK-hsa-miR-3148
CDK6-hsa-miR-302a-3p
AKAP11-hsa-miR-371b-5p
SPRY4-hsa-miR-548bb-3p
NFIX-hsa-miR-3924
ABI2-hsa-miR-378a-5p
SPRY4-hsa-miR-4747-5p
POU2F1-hsa-miR-5692b
PLAGL2-hsa-miR-548c-3p
NUPL2-hsa-miR-548c-3p
DDX6-hsa-miR-6780a-5p
CBX5-hsa-miR-3689b-3p
TIMM8A-hsa-miR-18a-3p
TNRC6A-hsa-miR-548d-3p
ATAD5-hsa-miR-4433a-3p
TNPO2-hsa-miR-769-5p
LCOR-hsa-miR-548aj-3p
TBL1XR1-hsa-miR-5692a
CBX5-hsa-miR-3926
MAPKAPK5-hsa-miR-548i
TAOK1-hsa-miR-548f-5p
SP1-hsa-miR-4282
PRRG4-hsa-miR-5189-5p
FIGN-hsa-miR-548c-3p
SKIL-hsa-miR-6878-5p
ASB16-hsa-miR-765
CYCS-hsa-miR-539-5p
BMPR1A-hsa-miR-143-3p
SMAD5-hsa-miR-548c-3p
CEP97-hsa-miR-548e-5p
NACC2-hsa-miR-16-5p
CRK-hsa-miR-146a-5p
MYC-hsa-miR-548ae-3p
DCAF7-hsa-miR-6721-5p
SP1-hsa-miR-548i
SLC7A11-hsa-miR-548ae-3p
AVL9-hsa-miR-149-5p
COIL-hsa-miR-3926
COIL-hsa-miR-4668-5p
NFIX-hsa-miR-3150b-3p
PTPN4-hsa-miR-548ay-5p
PLAG1-hsa-miR-548aq-5p
TMOD3-hsa-miR-4524a-3p
SP1-hsa-miR-4731-5p
IL6ST-hsa-miR-526b-3p
ACTR2-hsa-miR-3133
KLHL21-hsa-miR-4756-5p
DDX3X-hsa-miR-548t-5p
PLAG1-hsa-miR-548d-3p
SKIL-hsa-miR-4775
FUT11-hsa-miR-186-3p
PTPN4-hsa-miR-1277-5p
