pairs
PTPN4-hsa-miR-6873-3p
RAB10-hsa-miR-5692b
PLAG1-hsa-miR-520c-3p
TAOK1-hsa-miR-548ah-3p
STK4-hsa-miR-374b-5p
BZW1-hsa-miR-548ac
CCND2-hsa-miR-548ac
HMGA2-hsa-miR-590-3p
KIAA0513-hsa-miR-766-3p
CDK6-hsa-miR-520c-3p
RORA-hsa-miR-30c-1-3p
CBX4-hsa-miR-3175
GRPEL2-hsa-miR-3929
HSD17B12-hsa-miR-3133
SYNJ2BP-hsa-miR-6792-3p
HOOK3-hsa-miR-548aa
CDKN1B-hsa-miR-5692a
DCTN5-hsa-miR-450a-1-3p
AKAP11-hsa-miR-3666
TMEM127-hsa-miR-6727-3p
BCL2-hsa-miR-511-3p
CNOT6L-hsa-miR-1468-3p
PTEN-hsa-miR-3148
C12orf49-hsa-miR-181c-5p
HIC2-hsa-miR-4722-5p
CBX5-hsa-miR-143-3p
POU2F1-hsa-miR-3941
C5orf51-hsa-miR-196a-5p
KCTD15-hsa-miR-1207-5p
SKIL-hsa-miR-424-5p
MAZ-hsa-miR-4722-5p
CRKL-hsa-miR-590-3p
ARHGAP1-hsa-miR-4695-5p
SMCR8-hsa-miR-887-5p
PTEN-hsa-miR-519b-3p
ELK4-hsa-miR-200b-3p
DCTN5-hsa-miR-7106-5p
BACH1-hsa-miR-4698
SOX4-hsa-miR-371b-5p
BCL2-hsa-miR-646
TMOD3-hsa-miR-548d-3p
GMFB-hsa-miR-887-5p
PRKAR2A-hsa-miR-520g-3p
HOOK3-hsa-miR-548ac
CNOT6L-hsa-miR-590-3p
NAA50-hsa-miR-548aq-3p
NAA50-hsa-miR-548h-3p
CNOT6L-hsa-miR-548f-5p
CLIP1-hsa-miR-548f-5p
CDCA4-hsa-miR-329-3p
MSN-hsa-miR-3689a-3p
FZD6-hsa-miR-548j-3p
CDK6-hsa-miR-548ak
EIF4H-hsa-miR-548d-5p
MLLT1-hsa-miR-6792-3p
CRY2-hsa-miR-3163
CBX5-hsa-miR-30b-3p
DAZAP2-hsa-miR-190a-3p
RHOB-hsa-miR-18a-3p
KLHL15-hsa-miR-548t-5p
AVL9-hsa-miR-548ac
MAPK1-hsa-miR-335-3p
NR2C2-hsa-miR-548e-5p
FIGN-hsa-miR-190a-3p
DHODH-hsa-miR-548y
PGPEP1-hsa-miR-4781-3p
TGFBR2-hsa-miR-302a-3p
KLHL15-hsa-miR-548bb-3p
MBNL1-hsa-miR-548c-3p
IL6ST-hsa-miR-6860
TNRC6A-hsa-miR-3613-3p
ELK4-hsa-miR-548az-5p
TBL1XR1-hsa-miR-548h-3p
POLR2D-hsa-miR-6851-5p
KLHL15-hsa-miR-548ae-3p
MTHFD2-hsa-miR-504-3p
HIST1H2BD-hsa-miR-548n
ASB16-hsa-miR-3929
BTG2-hsa-miR-548bb-3p
LRRC58-hsa-miR-6771-3p
IL6ST-hsa-miR-383-3p
SECISBP2L-hsa-miR-548aq-5p
EIF4H-hsa-miR-559
DDX6-hsa-miR-26a-5p
ARHGDIA-hsa-miR-6883-5p
TNRC6A-hsa-miR-548ac
DDX3X-hsa-miR-548az-5p
CDK6-hsa-miR-548as-5p
SP1-hsa-miR-3613-3p
PLAGL2-hsa-miR-4763-3p
DCTN5-hsa-miR-4478
RORA-hsa-miR-6788-5p
H3F3B-hsa-miR-2467-3p
PEX26-hsa-miR-423-5p
PTEN-hsa-miR-5692b
DDX6-hsa-miR-548aa
PARD6B-hsa-miR-548c-3p
TMEM189-UBE2V1-hsa-miR-3926
SMG1-hsa-miR-765
G3BP2-hsa-miR-486-3p
FIGN-hsa-miR-8485
FOXK1-hsa-miR-6086
G3BP2-hsa-miR-1207-5p
IGFBP5-hsa-miR-4739
DHODH-hsa-miR-559
FZD6-hsa-miR-548aq-3p
MBNL1-hsa-miR-3163
SLC1A5-hsa-miR-146a-5p
ARHGDIA-hsa-miR-4728-5p
HOOK3-hsa-miR-30c-5p
PPP1R15B-hsa-miR-4753-3p
PRIM1-hsa-miR-6511a-5p
MDM2-hsa-miR-4753-3p
NFIC-hsa-miR-3187-5p
REL-hsa-miR-3148
FHL2-hsa-miR-92a-3p
C12orf49-hsa-miR-4649-3p
PARD6B-hsa-miR-6893-5p
NAA50-hsa-miR-548h-5p
AMOTL1-hsa-miR-4524a-3p
POLR2D-hsa-miR-3689c
IL6ST-hsa-miR-1304-3p
CEP97-hsa-miR-559
KLHL28-hsa-miR-548ap-3p
POU2F1-hsa-miR-181a-5p
CDCA4-hsa-miR-29b-3p
HOOK3-hsa-miR-548d-5p
RBMS2-hsa-miR-129-5p
NAA50-hsa-miR-5692a
CLDN12-hsa-miR-190a-3p
HIC2-hsa-miR-4753-3p
LASP1-hsa-miR-4271
RPL7L1-hsa-miR-129-5p
CLIP1-hsa-miR-3646
ARHGAP12-hsa-miR-6880-5p
SECISBP2L-hsa-miR-548am-3p
NR2C2-hsa-miR-200b-3p
CNOT6L-hsa-miR-6893-5p
NR2C2-hsa-miR-627-3p
AMOTL1-hsa-miR-766-3p
REST-hsa-miR-4643
DAZAP2-hsa-miR-7106-5p
PRKAR2A-hsa-miR-548g-5p
SKIL-hsa-miR-548i
TBL1XR1-hsa-miR-129-5p
AVL9-hsa-miR-1236-3p
CNOT6L-hsa-miR-548c-5p
C5orf51-hsa-miR-410-3p
DHODH-hsa-miR-5196-5p
LCOR-hsa-miR-3941
KLHL21-hsa-miR-6851-5p
DCTN5-hsa-miR-548t-5p
MKNK2-hsa-miR-6756-5p
PAQR5-hsa-miR-4306
GMFB-hsa-miR-513a-5p
CDK6-hsa-miR-6832-5p
ELK4-hsa-miR-4257
SOX4-hsa-miR-5193
BCL2L11-hsa-miR-548bb-3p
TMEM41B-hsa-miR-548bb-3p
MAP3K9-hsa-miR-4644
PCGF3-hsa-miR-548ae-5p
TAF8-hsa-miR-378a-5p
MAP3K9-hsa-miR-3150b-3p
TAOK1-hsa-miR-548am-3p
TBL1XR1-hsa-miR-548n
COIL-hsa-miR-548ac
MAP3K9-hsa-miR-513a-5p
FEM1C-hsa-miR-132-3p
FAM126B-hsa-miR-383-3p
MAFK-hsa-miR-548c-3p
TMOD3-hsa-miR-200b-3p
TAOK1-hsa-miR-940
SLC7A11-hsa-miR-1207-5p
NFIC-hsa-miR-186-3p
PIK3R1-hsa-miR-548ac
PTPN4-hsa-miR-548am-5p
MAP3K9-hsa-miR-2467-3p
TMEM41B-hsa-miR-3613-3p
AKAP11-hsa-miR-548n
H3F3B-hsa-miR-548ae-3p
ATAD5-hsa-miR-559
AVL9-hsa-miR-6779-5p
HOOK3-hsa-miR-4756-5p
ATXN1-hsa-miR-548e-5p
MDM2-hsa-miR-6884-5p
ELK4-hsa-miR-410-3p
TBL1XR1-hsa-miR-607
CBX5-hsa-miR-7106-5p
CREBL2-hsa-miR-5582-3p
BCL2-hsa-miR-548n
CBX3-hsa-miR-377-3p
CCND2-hsa-miR-548z
FOXK1-hsa-miR-4756-5p
MLLT1-hsa-miR-548g-5p
RORA-hsa-miR-607
POU2F1-hsa-miR-548i
PDE12-hsa-miR-495-3p
CREBL2-hsa-miR-340-5p
TMEM189-UBE2V1-hsa-miR-3175
PPP1R15B-hsa-miR-4739
LCOR-hsa-miR-590-3p
CNOT6L-hsa-miR-3163
DHODH-hsa-miR-548i
GATAD2A-hsa-miR-548e-5p
RBM12B-hsa-miR-548aq-3p
PLAG1-hsa-miR-21-5p
NFIX-hsa-miR-3175
SLC7A11-hsa-miR-548j-3p
C12orf49-hsa-miR-4775
IL6ST-hsa-miR-17-5p
NUDT3-hsa-miR-1207-5p
G3BP2-hsa-miR-5692a
NFIX-hsa-miR-4478
PTPN4-hsa-miR-548aq-5p
CLIP1-hsa-miR-6792-3p
EIF4H-hsa-miR-548au-5p
PLAG1-hsa-miR-548ae-5p
IGFBP5-hsa-miR-149-5p
IGFBP5-hsa-miR-4510
CNOT6L-hsa-miR-548am-5p
POU2F1-hsa-miR-18a-5p
PRKAR2A-hsa-miR-559
NR2C2-hsa-miR-520g-3p
PURB-hsa-miR-4793-3p
FBXL18-hsa-miR-6849-3p
TMEM127-hsa-miR-18a-3p
CCND1-hsa-miR-19b-3p
HSP90AA1-hsa-miR-4306
BIRC5-hsa-miR-548t-3p
SPRY4-hsa-miR-4271
FOXN2-hsa-miR-200b-3p
PRKAR2A-hsa-miR-548ap-5p
STK4-hsa-miR-186-5p
PTPN4-hsa-miR-214-3p
CLDN12-hsa-miR-372-5p
MYPN-hsa-miR-4701-5p
EIF4H-hsa-miR-548b-5p
GPRC5A-hsa-miR-887-5p
RACGAP1-hsa-miR-302d-3p
DCAF7-hsa-miR-125a-3p
CBX5-hsa-miR-149-3p
CDK6-hsa-miR-3148
NR2C2-hsa-miR-548j-3p
SPRY4-hsa-miR-548h-3p
ADM-hsa-miR-181a-5p
SYNJ2BP-hsa-miR-1273h-5p
LCOR-hsa-miR-466
REL-hsa-miR-181b-5p
PPIC-hsa-miR-548n
AKAP11-hsa-miR-616-5p
SMAD7-hsa-miR-371b-5p
POU2F1-hsa-miR-3148
KLHL15-hsa-miR-548c-3p
ATXN7L3B-hsa-miR-4643
CNOT4-hsa-miR-4784
CNOT6L-hsa-miR-548aq-5p
HOOK3-hsa-miR-548bb-3p
FIGN-hsa-miR-335-3p
PLAG1-hsa-miR-1277-5p
HOOK3-hsa-miR-548ar-5p
SF3B3-hsa-miR-548j-3p
GAN-hsa-miR-3148
FIGN-hsa-miR-6516-5p
FZD6-hsa-miR-377-3p
LCOR-hsa-miR-4643
MDM2-hsa-miR-30c-1-3p
PRKAR2A-hsa-miR-548x-5p
ATXN1-hsa-miR-3662
FOXN2-hsa-miR-511-3p
BZW1-hsa-miR-548h-3p
FGF2-hsa-miR-6760-5p
GLO1-hsa-miR-374a-5p
CBX5-hsa-miR-3148
CEP97-hsa-miR-548ak
FGF2-hsa-miR-4753-3p
FOXK1-hsa-miR-6788-5p
IL6ST-hsa-miR-93-5p
TAOK1-hsa-miR-548c-3p
MAP3K9-hsa-miR-486-3p
RBMS2-hsa-miR-335-3p
KLHL28-hsa-miR-302b-3p
CNOT6L-hsa-miR-548x-3p
RBM12B-hsa-miR-548g-5p
FBXL18-hsa-miR-1207-5p
BIRC5-hsa-miR-6860
TAF8-hsa-miR-450a-1-3p
RACGAP1-hsa-miR-331-3p
PCGF3-hsa-miR-3148
CLDN12-hsa-miR-221-3p
RPL7L1-hsa-miR-26a-5p
FOXK1-hsa-miR-485-5p
GGCX-hsa-miR-186-5p
PURB-hsa-miR-548ay-5p
PTEN-hsa-miR-548ap-5p
CCND2-hsa-miR-495-3p
PLAG1-hsa-miR-30c-5p
CBX5-hsa-miR-6771-3p
ATXN1-hsa-miR-363-3p
CLDN12-hsa-miR-548ae-3p
C5orf51-hsa-miR-548aj-3p
COIL-hsa-miR-3163
PDE12-hsa-miR-548aq-3p
KIAA0513-hsa-miR-513a-5p
FZD6-hsa-miR-548bb-3p
GXYLT2-hsa-miR-211-5p
FEM1C-hsa-miR-340-5p
CDKN1B-hsa-miR-150-5p
L2HGDH-hsa-miR-129-5p
PPP1R15B-hsa-miR-4756-5p
MCL1-hsa-miR-548aq-5p
G3BP2-hsa-miR-548c-3p
PIK3R1-hsa-miR-767-5p
TAOK1-hsa-miR-6893-5p
CDK4-hsa-miR-149-3p
PRRG4-hsa-miR-548x-5p
TMED4-hsa-miR-548x-3p
MDM2-hsa-miR-4478
CCND2-hsa-miR-548aa
NR2C2-hsa-miR-548x-5p
INTU-hsa-miR-371b-5p
FOXK1-hsa-miR-548j-3p
AMOTL1-hsa-miR-6890-3p
PGPEP1-hsa-miR-6721-5p
LARP1-hsa-miR-4668-5p
HMGA2-hsa-miR-3190-5p
TMED4-hsa-miR-4779
PPP1R15B-hsa-miR-7106-5p
HMGB2-hsa-miR-548d-3p
CCND2-hsa-miR-3133
CDK6-hsa-miR-4644
NAA50-hsa-miR-5582-3p
PGPEP1-hsa-miR-548g-5p
FIGN-hsa-miR-548au-5p
POU2F1-hsa-miR-4430
FZD6-hsa-miR-548n
LCOR-hsa-miR-548j-5p
CEP97-hsa-miR-548aa
PEG10-hsa-miR-4753-3p
AKAP11-hsa-miR-4775
PLAG1-hsa-miR-548i
PPP1R15B-hsa-miR-6809-3p
ATXN7L3B-hsa-miR-1468-3p
CDCA4-hsa-miR-548as-5p
FAM126B-hsa-miR-4753-3p
CREBL2-hsa-miR-214-3p
TBL1XR1-hsa-miR-548aa
CLIP1-hsa-miR-7-5p
KIF5B-hsa-miR-3148
HOOK3-hsa-miR-548ah-3p
CEP97-hsa-miR-548y
SMAD5-hsa-miR-6833-3p
SP1-hsa-miR-6130
ELK4-hsa-miR-340-5p
KLHL15-hsa-miR-4668-5p
CBX5-hsa-miR-6785-5p
ARHGAP12-hsa-miR-1304-3p
PARD6B-hsa-miR-1273h-5p
FAM126B-hsa-miR-548b-5p
BZW1-hsa-miR-335-3p
LRRC58-hsa-miR-548x-3p
CNOT6L-hsa-miR-3941
KLHL15-hsa-miR-548ac
ASB16-hsa-miR-1273h-5p
CBX5-hsa-miR-6845-3p
NACC2-hsa-miR-5193
ASB16-hsa-miR-149-3p
SBK1-hsa-miR-4763-3p
CRK-hsa-miR-939-3p
RACGAP1-hsa-miR-4695-5p
BCL2-hsa-miR-6832-3p
TNRC6A-hsa-miR-129-5p
SLC7A11-hsa-miR-4781-3p
PLAGL2-hsa-miR-3148
SF3B3-hsa-miR-548aa
RACGAP1-hsa-miR-3150b-3p
FZD9-hsa-miR-6721-5p
AVL9-hsa-miR-548c-3p
CDK6-hsa-miR-627-3p
KIF5B-hsa-miR-4698
MAP3K9-hsa-miR-6833-3p
